name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
Duke University ,22,77.4,62.6,46.9,100.0,77.9,97.4,"A philanthropic foundation by James B. Duke in 1924 began the transformation of Trinity College, a small Methodist institution established in 1838, into today's research university. Its 8,610-acre campus includes a 7,000-acre forest and a coastal marine research centre. It has 10 schools and colleges."
Georgia Institute of Technology (Georgia Tech),24,77.0,66.6,65.0,99.2,73.8,91.9,"The Georgia Institute of Technology's roots lie in the South's Reconstruction after the US Civil War, changing its name from school to institute in 1948. Its 400-acre city-centre campus caters for around 20,000 students served by a faculty of about 900 scholars in six colleges: architecture; computing; engineering; liberal arts; management; and sciences."
University of Washington ,25,76.5,70.8,36.9,31.8,74.0,98.2,"Bill Gates' father is one of 10 university regents at ""U-Dub"", one of the oldest West Coast universities, whose libraries have accumulated more than 7.3 million volumes in 150 years. This scholastic community - around 43,000 students, two-thirds of them undergraduates, working in 140 departments with about 5,800 faculty - is represented by a live mascot, Dubs the Alaskan Malamute."
Northwestern University ,26,76.2,66.3,35.3,56.6,75.5,98.6,"With Ann-Margret, Warren Beatty and Charlton Heston among its alumni, Northwestern's annual musical revue, Waa-Mu, has launched scores on the thespian path. A private university on the shores of Lake Michigan, its 240-acre campus accommodates more than 16,000 students taught by around 2,500 staff."
The University of Hong Kong ,34,72.3,74.0,83.7,64.1,80.1,60.5,
McGill University ,28,75.5,72.8,81.4,35.1,78.4,77.1,"McGill's notable firsts include the internet search engine, today's version of which reveals that the university was born in 1821 after wealthy fur trader James McGill left 10,000 and 46 acres for its foundation. Today it has about 35,000 students taught out of 11 faculties and 10 schools on two campuses."
University of Texas at Austin ,29,74.9,69.5,38.8,57.7,76.1,89.6,"The University of Texas at Austin opened in September 1883. It is the largest institution of the University of Texas system and one of the largest public universities in the US, with a 350-acre main campus, 17 colleges and schools, about 24,000 faculty and staff, and more than 50,000 students. Bevo, a Texas longhorn, has been the institution's mascot since 1916."
University of Wisconsin-Madison ,27,75.8,74.3,23.8,55.3,77.3,90.6,"Ranging over 900 acres by the shores of Lake Mendota, UW Madison in 1848 was one of the first US land-grant universities. Its approximately 2,000-strong faculty maintains a strong link with agriculture and the life sciences for around 42,000 students."
The University of Tokyo ,30,74.3,86.1,23.0,76.6,80.3,69.1,"The University of Tokyo (UTokyo) has lead research and education in Japan since our foundation as a national university in 1877. For more than a century, we have been nurturing minds that have gone on to explore space, win Nobel Prizes and expand the frontiers of human knowledge. Today, over 5,500 faculty and over 27,000 students make UTokyo one of the most important global hubs of research and education in one of Asia’s most exciting cities.,UTokyo has long been known as Japan’s premier institution of higher education and for our low student-to-faculty ratio. Our unique liberal arts education provides a sound base in the first half of our four-year undergraduate program, after which our students choose a two-year specialization in line with their interests. We encourage interdisciplinary approaches throughout.,Our graduate schools provide an excellent environment for first-rate intensive research with the world’s leading researchers, and each graduate student can learn at the cutting edge of their field. In recent years UTokyo has established undergraduate and graduate English-language degree programs, such as our undergraduate PEAK program, further promoting campus diversity.,UTokyo is networked with top universities and research institutions from all parts of the world and the flow of students, research and researchers creates a truly global campus. UTokyo also goes abroad to bring our university to the world, through events such as the ,, held in close partnership with globally renowned academic institutions around the world since 2000. ,UTokyo researchers and alumni have expanded the frontiers of human knowledge and their achievements have been recognized in multiple Nobel and other prizes. Yoichiro Nambu and Masatoshi Koshiba have transformed physics, while Kenzaburo Oe and Yasunari Kawabata have enriched global culture through their literary works, to mention just a few. Our website , offers a glimpse into the world of our cutting-edge research."
Karolinska Institute ,32,73.1,69.9,82.0,78.5,73.8,73.1,"Celebrating its 200th anniversary in 2010, Karolinska is a top global medical university and a member of the 22-strong League of European Research Universities. On two campuses it covers the gamut of research and clinical medicine and pharmacology, with a faculty of more than 2,300 serving around 8,000 undergraduate and postgraduate students."
University of Illinois at Urbana Champaign ,31,74.2,67.9,50.7,,81.3,81.5,"Spawned amid controversy with its first president pushing for a liberal-arts ""school of thought"" but opposed by others favouring an industrial college, today's twin-city (Urbana and Champaign) academy teaches around 43,000 students enrolled in about 150 courses of study at 17 colleges."
"University of California, San Diego ",33,73.0,61.4,31.5,51.8,72.0,97.8,"UCSD Pascal, a computer language that influenced the programming language Java, was invented here. Not only did UCSD open in 1960, it also became synonymous with Sixties counterculture when faculty member Herbert Marcuse ""occupied"" its administration building. Today it employs eight Nobel and three National Medal of Science laureates among approximately 1,000 faculty teaching about 29,000 students."
"University of California, Santa Barbara ",35,72.1,55.0,52.6,85.0,65.3,99.9,"Located on the Pacific coast 100 miles north of Los Angeles, Santa Barbara is the third-oldest of the University of California's 10 general campuses, joining in 1944. Offering courses in the arts, humanities, sciences and engineering, it has around 23,000 students and boasts more than 1,000 scholars, including five Nobel laureates."
University of Edinburgh ,36,72.0,63.0,79.8,41.3,61.4,92.3,"When Scotland gained this, its fourth university, in 1582, England had only two. Today, it has more than 24,000 students - three times as many as its staff complement - and an annual turnover exceeding 400 million. Edinburgh has seven campuses, the newest being the Chancellor's Building site, home to a 40 million medical school connected to Edinburgh Royal Infirmary by a warren of corridors."
University of Melbourne ,37,71.9,62.2,82.5,44.4,72.4,80.7,"The University of Melbourne is an internationally recognised research intensive university with a strong tradition of excellence in teaching, research and research training and community engagement. Established in 1853, it is Australia's second oldest university. Melbourne offers broad undergraduate degrees and world-leading graduate programs delivered through graduate schools in professional and scholarly disciplines to about 50,000 students each year."
Australian National University ,38,71.2,62.8,93.8,41.7,75.1,72.6,"Old Canberra House dates from 1913 and is the oldest building on ANU's 145-acre greenfield campus, established by an Act of the Federal Parliament in 1946 to house the university in the heart of Australia's ""bush capital"". More than 10,000 trees on campus shade around 16,700 students taught by approximately 1,600 scholars grouped into seven academic colleges."
"University of California, Davis ",38,71.2,68.0,51.4,52.5,68.7,83.4,"Famous for its plethora of bicycles and bicyclists, as well as London double-decker buses ridden by many of its 31,000-plus students, Davis claims another distinction - best-funded student government in the US, with a $10.5 million annual operating budget. In 1909, its street address was renamed after its founder, State Agricultural Society secretary Peter J. Shields."
National University of Singapore (NUS),40,70.9,65.7,93.0,60.7,79.0,63.4,"A leading global university centred in Asia, the National University of Singapore (NUS) is Singapore's flagship university, which offers a global approach to education and research with a focus on Asian perspectives and expertise.,Its 16 faculties and schools across three campus locations in Singapore – Kent Ridge, Bukit Timah and Outram – provide a broad-based curriculum underscored by multi-disciplinary courses and cross-faculty enrichment. NUS’ transformative education includes programmes such as student exchange, entrepreneurial internships at NUS Overseas Colleges, and double degree and joint degree programmes with some of the world’s top universities, offering students opportunities and challenges to realise their potential. The learning experience is complemented by a vibrant residential life with avenues for artistic, cultural and sporting pursuits. Over 37,000 students from 100 countries further enrich the community with their diverse social and cultural perspectives.,NUS has three Research Centres of Excellence (RCE) and 23 university-level research institutes and centres. It is also a partner for Singapore’s fifth RCE. The University shares a close affiliation with 16 national-level research institutes and centres. Research activities are strategic and robust, and NUS is well-known for its research strengths in engineering, life sciences and biomedicine, social sciences and natural sciences. Major research thrusts have been made recently in several fields such as quantum technology; cancer and translational medicine; interactive and digital media; and the environment and water. The University also strives to create a supportive and innovative environment to promote creative enterprise within its community.,NUS is actively involved in international academic and research networks such as the Association of Pacific Rim Universities (APRU) and International Alliance of Research Universities (IARU)."
Washington University in St Louis ,41,70.5,64.0,45.7,,58.9,96.1,"More than 20 Nobel prizewinners have been affiliated to ""Wash U"", a private research university founded by a group of businessmen in 1853. It has more than 11,000 full-time students on 90 programmes taught by around 3,200 academic staff on five extensive campuses surrounding St Louis."
University of Minnesota ,42,70.0,66.1,25.6,,72.5,85.4,"America's longest river bisects the main campus of this 2,700-acre spread occupying four tracts in the Twin Cities of Minneapolis and St Paul. ""The U"", home to more than 50,000 students and around 3,400 faculty members, draws on an endowment that was worth $2.2 billion in 2006, but enrolled no students in its first 16 years owing to politics and the Civil War."
University of North Carolina at Chapel Hill ,43,69.3,67.6,20.2,35.5,62.6,92.6,"The US' first public university, its flagship campus, Chapel Hill, is today one of the world's leading public research universities. More than 28,000 students pursue bachelor's, master's, doctoral and professional degree courses served by around 3,100 faculty members."
École Polytechnique Fédérale de Lausanne,46,66.3,53.1,98.9,46.7,43.9,95.3,"Education, research and technology transfer are core to EPFL, which boasts more than 250 on-campus laboratories situated in 136 acres on the shores of Lake Geneva. Today, the ""parc scientifique"" is home to some 7,000 students and 3,000 professors, assistants and entrepreneurs grouped into seven schools and associated research institutes."
Ludwig-Maximilians-Universität München,45,67.6,63.8,54.3,40.7,59.9,84.6,"Some of the most famous figures in modern history spent their salad days at Munich: Richard Strauss, Marie Stopes, Erich Fromm, Konrad Adenauer, Lord Acton and others. Founded in 1472, Munich's flagship university now hosts around 44,000 students pursuing degrees in 150 subjects under the guidance of approximately 700 professors and 3,600 academic staff."
Peking University ,49,65.6,82.3,51.7,99.9,64.1,51.0,"Marxism is one of the 39 schools, departments, colleges and institutes that make up today's PKU. It was founded in 1898 as an imperial university, given its current name in 1912 and merged with Beijing Medical University in 2000. Its Yan Yuan campus accommodates more than 30,000 students and 2,900 academics."
New York University (NYU),44,69.0,60.2,38.1,30.9,65.4,92.3,"Inventor Samuel Morse was on the 14-strong faculty when New York University (NYU) opened its doors in 1831. Today, it has more than 3,000 full-time members offering 2,500 courses to around 14,000 students. With five major sites in Manhattan and its heart in Greenwich Village, it also operates outposts in Africa, Asia, Europe and South America."
London School of Economics and Political Science (LSE),47,66.0,66.4,96.0,41.1,75.4,50.6,"George Bernard Shaw, one of the founders of the London School of Economics and Political Science (LSE) in 1895, was the first of its 16 Nobel laureates: its most recent was Christopher Antoniou Pissarides in 2010. More than 100 languages are spoken on its compact central London campus, which accommodates some 9,000 students and an academic staff of around 3,000."
Brown University ,49,65.6,59.8,33.4,34.9,53.6,93.9,"This Ivy League member, whose mascot is the brown bear, allocates grades without pluses or minuses. Twelve years older than the US, it has several buildings on its campus dating from the colonial era. Today it has about 8,300 students and a faculty of around 700 scholars in three colleges offering nearly 100 programmes of study."
University of Manchester ,48,65.7,59.0,80.4,37.7,61.1,75.6,"After a century of collaboration, UMIST and the Victoria combined to form Britain's largest single-site university in 2004, with more than 500 degree programmes catering for more than 39,000 students taught by around 4,000 full-time academics. Built, as it says, on the shoulders of giants, it boasts 25 Nobel laureates."
Pennsylvania State University ,51,64.9,53.5,29.5,61.6,66.7,83.4,"""Public Ivy"" Penn State has long since outgrown its 1855 land-grant roots, with a full-time faculty of around 6,000 looking after more than 94,000 students. It has 13 colleges on its main campus, 19 Commonwealth campuses, dedicated campuses for law and medicine, and an online World Campus."
Kyoto University ,52,64.8,76.4,21.1,71.7,72.0,56.3,"Japan's first Nobel laureate, Kyoto alumnus Hideki Yukawa, won the prize for physics in 1949, two years after the university gained its current name: since then there have been four more prizewinners from Kyoto's ranks. Its three campuses accommodate some 27,700 students and a faculty of around 2,900."
University of Southern California ,55,64.0,65.8,41.1,99.3,48.7,80.2,"Los Angeles was just a Wild West frontier town when USC opened in 1880. Today, there are some 35,000 ""Trojans"" in the heart of the city, taught by a full-time faculty of around 3,200 scholars. It offers the College of Letters, Arts and Sciences, based at University Park, a graduate school and 17 professional schools based in and around LA."
Pohang University of Science and Technology (Postech),53,64.6,56.4,25.0,100.0,51.9,92.3,"""You cannot import talent,"" said the chairman of the Pohang Iron and Steel Company on setting up Pohang University of Science and Technology (Postech) in 1986. Today, this private research academy, with strong links to industry, has nearly 3,100 students and more than 350 scholars on its 378-acre wooded campus in south-east Korea. It also boasts an Institute for Intelligent Robotics."
Boston University ,54,64.2,60.7,37.2,27.6,46.2,95.6,"With Martin Luther King among its alumni, BU's Methodist roots lie with the Newbury Biblical Institute founded in 1839. Rebranded in 1869 with its current name, BU describes itself as non-sectarian, offering 250 programmes to more than 32,500 students on its 133-acre Charles River and medical campuses."
King's College London ,56,63.2,49.8,90.0,40.8,54.2,80.9,"One of the two founding colleges of the University of London, King's is the largest healthcare learning centre in Europe, incorporating three teaching hospitals. But the 23,000 students at its main riverside site in the heart of London and four satellites also benefit from its strengths in law, the humanities and social sciences."
University of Sydney ,58,62.4,55.4,88.1,92.1,65.7,57.2,"Academic merit irrespective of students' backgrounds is at the heart of Sydney's strategy today, just as it was when it opened in 1850. Looking out to the Pacific Rim as well as its natural home, the institution boasts more than 3,000 scholars overseeing around 49,000 students, and offers research and teaching across 10 campuses."
École Normale Supérieure ,59,62.0,56.6,66.2,44.7,33.5,96.4,"Founded in 1794 during the French Revolution to train teachers in the secular spirit of the Republic, today as a leading grande ecole it sees its role as training future leaders in public service and private endeavour. Some 2,300 students and 650 doctoral researchers are served by a faculty of about 800 on three Paris campuses."
University of Zürich,61,61.9,56.7,87.4,43.5,45.9,78.4,"Modern Zürich dates from 1833, the first university in Europe not founded by a monarch or the Church. Some 2,000 academics in 140 special institutes provide a full range of courses for around 24,000 students, as well as maintaining an international research reputation in a broad field from anthropology to zoology."
University of Pittsburgh ,59,62.0,54.3,26.5,37.5,53.9,88.7,"From a log cabin in 1786 to today's 132-acre main campus in the city's Oakland district and four regional campuses, the university has matured into an international centre of learning and research. It comprises 15 undergraduate, postgraduate and professional schools with a full-time faculty of around 3,800 serving some 34,000 students."
Ohio State University ,57,63.0,61.8,42.2,49.9,56.2,77.5,"With more than 60,000 ""Buckeyes"" taught by around 5,200 academics, OSU is the second-largest university in the US. From its land-grant roots in 1870, it now offers teaching and research across the spectrum of the arts, humanities and sciences."
Hong Kong University of Science and Technology ,62,61.7,51.0,80.1,59.0,58.6,71.0,"Established in 1991, the Hong Kong University of Science and Technology (HKUST) is an international research university dedicated to top-notch education and research.  Founded on its mission to advance learning and knowledge through teaching and research particularly in science, technology, engineering, management and business studies complemented by humanities and social sciences, as well as assisting in Hong Kong’s socioeconomic development, this young and ambitious University has gone beyond the wildest dreams of many, climbing high in international esteem and reaping numerous honors and accolades. In 2013, HKUST is ranked 57th among 400 universities and no.3 in world’s top 100 Universities Under 50 by ,.,With respect to individual Schools, HKUST also puts in a strong performance. The School of Engineering is named No. 21 amongst world’s top 100 engineering and technology universities by , World University Rankings published in 2013. It is ranked No. 1 in Greater China. Its much sought-after Kellogg-HKUST Executive MBA (EMBA) program, amid high expectations, also topped the , EMBA global rankings for the fourth straight year.,Hailed widely as a ‘miracle’, the stunning achievements of HKUST do not come about miraculously.  They boil down to the University’s positioning as a focused elite research university; its strong ties to global institutions and wide-ranging connections with Mainland China; the championing of interdisciplinary studies; its dedication to educating well-rounded students who flourish in today’s world, strong in entrepreneurial spirits and innovative in thinking; its mission to be a global premier knowledge hub, crystallized in the Institute of Advanced Study; and, last but not least, a spectacular setting by the sea that makes the University an attractive location for the pursuit of intellectual and academic excellence.,Keen on curating a diversified and international learning environment, HKUST is now home to over 12,000 students spanning more than 30 countries over five continents.  Whereas world’s amazing talents are flocking to the campus for an eclectic educational experience, students enrolled are earnest in expanding their horizons by joining the University’s varied exchange programs, which now include over 250 partners worldwide.  An international mix of students aside, HKUST also lives up to its promise as a stronghold of cutting-edge research and magnet for distinguished academics and influential thinkers.  HKUST has consistently achieved the highest success rate in the Research Grant’s Council’s annual competitive General Research Fund exercise, which reaches 44% in 2012.  The University sees a total of 30 faculty named Fellows of the Institute of Electrical and Electronics Engineers (IEEE), which is among the highest in Hong Kong.  In 2011, its faculty reaped five State Science and Technology Awards, which are among the most prestigious awards in science and technology conferred by the State Council of the People's Republic of China, the largest share among local tertiary institutions.  In addition to the five Chinese Academy of Sciences academicians at HKUST, nine faculty members also entered the National Science and Technology Programs Expert Database.,Going forward, HKUST will continue to tap into the best of all realms, seek excellence in chosen disciplines, nurture future innovators, forge new frontiers, lead the way and make a difference in its truest sense, as it has done in the past 20 years."
École Polytechnique ,63,61.5,50.4,86.1,63.0,38.8,89.1,"Nicknamed ""X"", France's leading engineering school is sited in the suburbs some 10 miles south of the centre of Paris. Founded by Napoleon, there are still vestiges of its military past, although for most of its 2,000 undergraduates, 700 postgraduates and 660 lecturers, it offers a path to the higher plains of French civil society."
KU Leuven ,67,60.8,52.5,56.7,99.9,64.7,63.0,"Founded in 1425, KU Leuven is the world's oldest surviving Catholic university and is the largest university in Belgium. Today, it is a leading European research university and offers a comprehensive catalogue of Dutch and English-language degree programmes. Its 6,800 senior and junior academic staff serve more than 40,000 students.,KU Leuven was formerly known as Katholieke Universiteit Leuven."
Tsinghua University ,71,59.5,74.1,33.4,99.8,70.1,37.4,"This university, raised amid the Qing Dynasty's ruins in 1911, was initially financed by US-imposed indemnities after 1900's Boxer Rebellion. Its professors are highly esteemed: 36 are members of the Chinese Academy of Sciences and 32 belong to the Academy of Engineering. Of its 28,000 students, 2,400 hail from overseas."
University of Massachusetts ,64,61.1,54.0,27.3,53.2,58.3,80.1,"UMass lent its name to a song by the Pixies, penned by band member (and former student) Frank Black. While he did not complete his degree, UMass alumni include Natalie Cole, Bill Cosby and Paul Theroux. Its harbour-fronting Boston campus, site of the John F. Kennedy Library, is one of five. It has more than 16,500 staff and around 63,000 students."
McMaster University ,65,61.0,41.9,72.0,97.5,49.9,85.5,"Some 72 varieties of trees and shrubs and a nuclear reactor share space with around 23,300 students taught by a full-time academic staff of about 900 scholars grouped into six faculties. The university, founded in 1887 by senator and banker William McMaster, moved to its present home in 1930."
University of Bristol ,66,60.9,44.2,73.7,34.8,47.7,89.9,"With its motto from Horace, ""Vim promovet insuitam"" (""[Learning] promotes one's innate power""), Bristol serves about 23,000 students, with two undergraduates for every postgraduate. It is the city's largest employer - a far cry from 1876, when its first lecture drew only 99 students. Sir Winston Churchill was chancellor from 1929 until his death in 1965."
Utrecht University ,68,60.4,42.8,58.1,59.3,53.2,85.7,"Founded in 1636, Utrecht is consistently rated the top Dutch university. Offering 45 undergraduate and 167 graduate programmes, it has some 30,000 students served by 7,500 academic staff grouped into seven faculties on its main medieval city-centre campus and two satellites."
Georg-August-Universität Göttingen ,69,60.3,51.4,48.0,32.7,50.9,84.1,"Gottingen and world leaders seem to go together. Otto von Bismarck studied law here and Napoleon declared: ""Gottingen belongs to the whole of Europe."" Founded by England's King George II in his capacity as Elector of Hanover, it first accepted students in 1737. Since the Brothers Grimm taught here, 45 Nobel laureates have walked its grounds. Currently there are around 24,000 students at the university, which is informally known as ""Georgia Augusta""."
Vanderbilt University ,70,59.6,52.1,26.8,64.4,47.6,86.8,"Shipping and rail magnate ""Commodore"" Cornelius Vanderbilt provided an initial $1 million endowment in 1873 for this university, even though he had never been to the South. Under Methodist control for its first 40 years, it became independent after a 1914 court ruling allowed non-Methodists to teach there. Today, more than 3,350 faculty teach around 12,500 students."
Rice University ,72,59.0,45.9,39.7,36.2,38.0,99.9,"In 1900, millionaire William Marsh Rice was murdered by two men attempting to steal his fortune. They were convicted and his estate used to set up an Institute for the Advancement of the Letters, Science and Art. It opened in 1912 and gained university status in 1960. Its 285-acre wooded campus houses around 5,500 students and more than 600 academics."
Universität Heidelberg ,73,58.7,57.1,62.3,37.6,41.5,78.5,"The ancient university was founded by Rupert I, one of the Holy Roman Empire's Prince-Electors, and it is associated with 11 German and foreign heads of state. In 1890, a natural sciences faculty was added. Today, it has 12 faculties, with more than 4,100 employees, and offers degree programmes in 100 disciplines to around 28,000 students."
University of Queensland Australia ,74,58.6,47.5,80.8,62.6,52.3,70.2,"Few universities can boast either their own coral-island marine-studies centre or an experimental mine for mineral research - but Queensland can. Founded in 1909, it offers more than 400 degree programmes and 5,600 subjects taught by an academic and professional staff of around 6,500, including researchers from its main and satellite campuses, to a 45,000-strong student body consisting of 12,000 postgraduate scholars and almost 11,000 students from 134 countries."
Emory University ,75,57.4,48.4,37.3,34.4,39.8,90.9,"A ""million-dollar letter"" from Asa Candler, founder of the Coca-Cola Company, in 1915 helped transform a small Methodist college, founded in 1832, into today's research university. It has around 13,000 students and more than 3,700 academics across four undergraduate and seven graduate schools on its 600-acre Druid Hills campus."
Wageningen University and Research Center ,75,57.4,50.1,75.9,100.0,47.6,66.3,"Famous graduates of this institution include Katja Staartjes, the first Dutchwoman to climb Mount Everest, and Heineken CEO Karel Vuursteen. On staff are close to 200 full-time professors teaching around 9,600 students, of whom one-quarter are postgraduates. Its 31 MSc programmes include food technology and meteorology and air quality. Alterra for a Green World is one of its 10 research institutes."
University of Colorado Boulder ,77,57.3,39.5,30.8,,42.6,98.2,"Seven astronauts have been students, researchers or faculty members at this university, which opened in 1876. Its current intake of about 29,000 students are offered 150 academic programmes in nine colleges and schools. With the nickname ""Buffaloes"", students and ex-students alike form an online community, Forever Buffs Network, which embraces more than 250,000 people."
Tufts University ,77,57.3,45.8,41.3,35.4,37.4,94.5,"Circus impresario P.T. Barnum was one of the earliest benefactors of this private research institution, set up in 1852. It is home to the US' oldest graduate school of international relations, the Fletcher School of Law and Diplomacy. Ten schools occupy three Massachusetts campuses and one at an 11th-century Benedictine monastery in France. It has around 8,000 students."
Leiden University ,79,57.0,45.4,54.4,48.6,55.3,71.7,"The city is Leiden's ""campus"", as befits the institution's status as a gift to the citizens by William of Orange in 1575 for withstanding a siege by the Spanish. It has some 17,000 students and 4,000 academic staff in six faculties of archaeology, humanities, law, medicine, mathematics and natural sciences, and social and behavioural sciences."
Lund University ,80,56.9,40.4,61.2,32.6,58.5,72.8,"Humour, innovation and a humanist perspective join critical thinking and a concern for the environment as core values for some 46,000 students and 6,200 staff at Lund. It was founded in 1666 and is now one of the largest Nordic educational and research institutions. Lund offers around 270 programmes at its main base and three regional campuses."
University of Rochester ,81,56.8,47.0,45.7,36.4,33.5,94.5,"The institution is a private university located in Rochester, New York. Its 158 buildings house more than 200 academic programmes, more than 2,000 faculty and instructional staff, and some 9,300 students. Rochester boasts a low 9:1 student-to-teacher ratio and promises an intimate teaching environment."
"Rutgers, The State University of New Jersey ",81,56.8,51.6,25.3,,60.0,69.0,"One of the few colonial-era universities in the US, it was chartered in 1766 as Queen's College but changed its name in 1825 to honour Revolutionary War veteran Colonel Henry Rutgers. It has more than 54,600 students served by a 4,150-strong full- and part-time faculty split into 27 schools and colleges ranged over three campuses."
Durham University ,83,56.4,32.5,75.8,30.5,37.9,96.2,"Durham's 16 colleges, the oldest of which dates back to the university's foundation in 1832 and is housed in the city's castle, are home communities for around 15,500 students. They are taught by around 670 academic staff in 25 departments and schools grouped together in three faculties: arts and humanities; science; and social science and health."
Université Pierre et Marie Curie ,84,56.0,56.3,66.7,26.2,30.5,81.1,"France's largest medical and scientific complex was set up in 1971 following the break-up of the old University of Paris, although it can trace its roots back to 1109 and the Abbey of St Victor. With 120 research units on 33 sites, it has a 30,000-strong student body, including 3,500 doctoral students, which is served by around 3,250 academics."
University of St Andrews ,85,55.7,37.1,89.1,34.1,40.2,83.0,"Rectors at Scotland's oldest, and the English-speaking world's third-oldest, university, dating from 1413, have included John Stuart Mill and John Cleese. Academic dress is commonly worn by many of its 8,600-plus students and approximately 800-strong faculty. St Andrews has strong American links, with three Declaration of Independence signatories attending it or receiving its degrees - James Wilson, Benjamin Franklin and John Witherspoon."
Uppsala University ,87,55.2,47.2,59.1,43.4,65.1,53.3,"The oldest university in the Nordic countries, founded in 1477, it dominates the town and has many traditions, such as lectures starting at a quarter past the hour for its 20,000 students and 3,600 academic staff. Its work ranges over three disciplinary domains: arts and social sciences; medicine and pharmacy; and science and technology."
"University of California, Irvine ",86,55.4,36.2,36.3,45.6,42.3,93.5,"When the Irvine Company donated 1,000 acres for a single dollar and sold another 510 acres to this university-to-be, set up in 1965, today's surrounding city of Irvine was an undeveloped expanse. Some of it, in fact, was Irvine Ranch; today, UCI is the city's largest employer, with 98 advanced-degree programmes, more than 2,600 faculty members and around 27,600 students."
Technische Universität München ,88,55.1,50.0,65.2,47.2,37.1,76.3,"Founded by King Ludwig II in 1868, today's ""Entrepreneurial University"" has 13 faculties ranging from engineering and the natural sciences to economics. From its main city-centre and satellite sites, some 4,500 academic staff serve around 23,300 students. Its most recent Nobel prizewinner was Gerhard Ertl in 2007."
University of Notre Dame ,89,55.0,42.6,33.1,27.3,36.2,94.1,"Well known for its Fighting Irish American football team (""Do it for the Gipper,"" they once cried in memory of George Gipp, who played for Notre Dame from 1916 to 1920 and died tragically young), this independent institution treasures its Catholic heritage. More than 80 per cent of its 8,000 undergraduates live on campus in 29 residential halls."
Dartmouth College ,90,54.9,44.8,30.6,,38.7,89.9,"Founded in 1769 to educate Native Americans as well as new colonials, the ""Big Green"" is the smallest of the Ivy League academies. Its 269-acre verdant New Hampshire campus accommodates just 6,000 students and a faculty of around 1,000. It has more than 40 departments and programmes in the arts and sciences, plus medical, engineering and business schools."
University of Helsinki ,91,54.8,39.3,46.8,28.9,54.2,75.1,"The students' union here is said to be one of the world's richest, with assets worth hundreds of millions of pounds. Helsinki, Finland's oldest and largest university, serves 35,000 students and has 11 faculties and 11 research institutes. Established in 1640, it was known as the Royal Academy of Turku for 189 years, and played a leading role in Finland's 19th-century independence movement."
University of Amsterdam ,92,54.7,41.7,56.4,42.5,54.7,68.3,"Trade and philosophy were core to the Athenaeum Illustre of Holland's ""Golden Age"", founded in 1632. Changing its name in 1877, the institution is home to 5,000 academic staff who teach 28,000 students in the humanities, social and behavioural sciences, economics and business, law, the natural sciences, medicine and dentistry."
Case Western Reserve University ,93,54.6,54.2,29.9,,40.2,78.4,"Known by the acronym CWRU, Case Western began life in 1826 as Western Reserve College in Hudson, Ohio, when some early classes were held in the Cleveland home of its founder, philanthropist Leonard Case Jnr. In 1882, it moved 30 miles north where today, its 155-acre campus accommodates some 9,800 students and around 2,600 scholars."
Korea Advanced Institute of Science and Technology (KAIST),94,54.5,64.2,29.3,100.0,54.6,47.1,"Korea Advanced Institute of Science and Technology (KAIST) was founded in 1971 to underpin South Korea's move from light industrial goods to high technology. In 2009, it merged with the Information and Communications University. Today its 280-acre campus at Daedeok and 27 acres in Seoul accommodate more than 8,200 students and about 570 academics."
"University of Maryland, College Park ",94,54.5,41.1,35.3,28.5,43.6,85.8,"Founded in 1856, this 1,250-acre university's proximity to Washington DC has led to strong institutional and financial support from federal agencies such as the National Institutes of Health, Nasa and the Department of Homeland Security. Running on a $1.5 billion operating budget, it has 4,000 faculty members teaching 37,000 students at College Park."
Michigan State University ,96,54.4,47.4,34.0,28.0,49.6,73.6,"""Spartans"" have been graduating from MSU since it was founded in 1855, the prototype for 69 land-grant institutions. Today there are more than 47,000 students and an academic staff of just under 5,000 on its 5,200-acre East Lansing campus, grouped into 17 degree-granting colleges offering more than 200 study programmes."
University of Arizona ,97,54.2,45.1,28.4,86.0,43.0,78.3,"Today's 20 colleges and 11 schools are a far cry from the days when students rode across the desert and tied up their ponies on the rails of ""Old Main"" in 1885. Now there are around 30,000 ""Wildcats"" served by a more than 1,700 scholars on three campuses at this ""Public Ivy"", whose 387 acres appropriately include the oldest green space in Tucson."
Purdue University ,98,54.0,56.6,52.6,,49.4,57.8,"Neil Armstrong, the first man on the Moon, is one of the university's 22 astronautic alumni. Founded in 1869 and named after its principal benefactor, John Purdue, it has 40,000 students served by more than 2,700 academics from 10 academic schools and colleges on its 2,552-acre main campus."
University of Alberta ,100,53.7,50.6,71.9,53.7,54.4,51.7,
University of Sheffield ,101,53.6,44.6,68.2,40.2,46.0,67.5,"Perhaps the best known of the five Nobel laureates from this 105-year-old university, one of the six original ""redbricks"", is Howard Florey, the co-developer of penicillin. Professor emeritus David Hughes has lent his name to what was previously known as Asteroid 4207. The university teaches 25,000 students, including around 3,900 from 120 countries, and employs about 6,000 staff."
University of Glasgow ,102,53.4,37.5,68.1,61.4,41.0,77.5,"Degrees are still awarded here by reference to the Papal Bull that was its founding document in 1451. In 1957, Glasgow became the first Scottish university with an electronic computer. Today, some 5,800 staff and around 23,600 students fill nine faculties in the alma mater of Lord Kelvin, Adam Smith, James Watt and Joseph Lister."
