name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
Keele University ,351-400,,16.3,64.2,31.7,18.8,55.1,"Built on 617 acres of English parkland surrounding the 19th-century landmark Keele Hall, the institution began life in 1949 and achieved full university status in 1962. Today, some 560 full-time academic staff oversee around 9,000 students across three faculties: health; humanities and social sciences; and natural sciences. Each faculty is split into a school and a research institute."
University of KwaZulu-Natal,351-400,,21.9,56.2,28.5,20.2,40.0,"The University of KwaZulu-Natal was established in 2004 through the merger of the University of Durban-Westville and the University of Natal. It has five campuses with a total student population expected to exceed 43,000 in 2012 and around 4,100 staff. The South Africa government rates KwaZulu-Natal as one of five research-intensive universities in South Africa. Nearly 75 per cent of its academics are research-active."
Université de Liège ,351-400,,21.9,67.8,55.9,16.9,48.4,"Medieval schools gave Lie the reputation of a ""new Athens"", later prompting Napoleon to order an imperial university to be built there. In 1817, the Dutch king translated that wish into reality 13 years before Belgian independence. Today, 2,800 staff guide 18,000 students in nine faculties, two schools, one institute and 45 departments."
Lehigh University ,351-400,,26.0,30.4,40.1,19.7,50.6,"Businessman Asa Packer donated $500,000 and 56 acres for the founding of Lehigh in 1865. Today, the private university has more than 1,600 acres, including 180 for its dedicated sports fields. Some 7,000 students are taught by a faculty of around 650 scholars in four colleges: arts and sciences; business and economics; engineering and applied science; and education."
Loughborough University ,351-400,,33.4,63.9,40.7,32.7,24.7,"Receiving its charter in 1966 as the Loughborough University of Technology, it began as a small technical institute founded in 1909. Renamed in 1996, its 437 acres now form one of the largest single-site campuses in the UK, with more than 16,000 students and over 1,000 academic staff divided into 18 departments."
Massey University ,351-400,,19.2,73.3,66.0,19.2,37.6,"Named after New Zealand PM William Massey, the university began life as an agricultural college in 1928. Expansion brought university status in 1964 and later new campuses in Auckland and Wellington. More than 36,000 students are taught by around 1,100 staff in five colleges: business; creative arts; education; humanities and social sciences; and science."
University of Minho,351-400,,17.6,44.1,32.2,19.7,51.2,"Located in Northern Portugal, Minho has campuses in Braga and Guimars. It is structured on a matrix-based model that promotes and favours interdisciplinary approaches. It offers a wide range of undergraduate and postgraduate options but also specialised training and advanced study courses. It is strongly committed to internationalisation."
University of Stirling ,351-400,,18.2,63.7,29.8,23.7,50.3,"The castle-capped Airthrey Estate - rated among Britain's top 20 heritage sites - accommodates Scotland's only completely new university since Edinburgh's foundation in 1582. Stirling was granted a Royal Charter in 1967. With more than 11,500 students and around 1,430 academic staff, the university is noted for its sports facilities, including a nine-hole golf course."
University of Modena and Reggio Emilia ,351-400,,17.3,30.0,32.3,16.6,58.5,"Founded in 1175, the university was closed for nearly a century - from the 1590s until the 1680s - for lack of money. Set amid 12 faculties, eight of them in Modena, are the university's own botanical gardens. The Reggio Emilia faculties cover agricultural sciences, communication and economic sciences, education sciences and engineering."
University of Surrey ,351-400,,31.1,80.4,45.4,25.0,21.6,"For many, the first sign that this university exists is Allan Sly's Surrey Scholar statue on Guildford High Street, which marked 35 years since the institution's move in 1966 to the 74-acre Stag Hill and Manor Park site from Battersea Park. Surrey is building a multi-faith centre, Britain's first building with a synagogue, Muslim prayer hall, gurdwara and chapel under one roof."
University of Oklahoma ,351-400,,36.8,24.2,33.9,17.8,42.9,"Oklahoma's students are drawn from across the US and more than 100 countries worldwide. A large public university, it seeks to create a ""private college atmosphere"" for students, notably capping class sizes for first-year English students at 19 places. Its private endowment has increased more than fivefold since 1994, growing from $204 million to more than $1.5 billion in 2011."
Université Paris Dauphine,351-400,,22.0,57.6,29.4,12.7,50.6,"Dauphine became an autonomous institution in 2011. Situated in central Paris, it is home to approximately 8,500 of the university's 12,000-plus students and 500 members of faculty. In 2009, it became the first French university to obtain the Equis accreditation from the European Foundation for Management Development in recognition of its academic excellence and global perspective. Its thriving main campus building is the work of the French architect Jacques Carlu."
University of Porto ,351-400,,26.2,43.2,36.2,21.1,50.2,"This child of the 1910 Revolution, which celebrated its centenary in March 2011, unified the Atlantic city's Polytechnical Academy and Medical-Surgical School. Citing the highest university enrolment in Portugal (more than 27,000 students), Porto also teaches around 740 postdoctoral students. Its 13 faculties, biomedical sciences institute and business school employ 2,300 academics."
University of Salento ,351-400,,29.1,28.4,51.3,21.3,40.6,"Salento was founded in 1956 and is located in the Apulia region of Italy - the ""heel"" of the Italian ""boot"". It was recognised as a national university in 1967-68. It now has three campuses, 10 faculties and 750 faculty members. It offers up to 40 first- and second-level master's and PhD programmes."
Southern Methodist University,351-400,,18.6,35.2,,9.0,67.3,"A private university with seven degree-granting schools, the institution, located in Dallas, is a distinguished centre for teaching and research. Its 11,000 students benefit from small classes, international study and innovative programmes under the tutelage of 668 full-time staff (as of autumn 2010). It celebrated the centenary of its founding in 2011."
"University of Technology, Sydney",351-400,,20.7,74.7,33.9,21.5,34.7,"The University of Technology, Sydney (UTS) is a contemporary and innovative university, offering practise-based learning and conducting cutting-edge research in world-class facilities. At UTS, our vision is to be a world-leading university of technology. Located in the heart of Australia’s most vibrant and multicultural city, we are recognised for our practice-oriented teaching programs, focus on high impact research, and strong, enduring partnerships with industry and the professions., ,UTS is a dynamic and innovative university in central Sydney. One of Australia’s leading universities of technology, UTS has a distinct model of learning, strong research performance and a leading reputation for engagement with industry and the professions., ,UTS has a culturally diverse campus life and vibrant international exchange study and research programs that prepare graduates for the workplaces of today and the future., ,UTS is part of the Australian Technology Network of universities: a group of five prominent universities committed to working with industry and government to deliver practical and professional courses., ,With a total enrolment of over 35,000 students, UTS is one of the largest universities in Australia., ,UTS is a world class research intensive university with a rapidly growing reputation for its research quality and impact across a wide range of discipline fields. We are committed to practical innovation and to the development of  impact-driven research that benefits  industry and the broader community, helping shape the world we live in. Our research is divided into six theme areas that are responsive to global research priorities:, ,Health Futures,Sustainability & Built Environment,Creative Industries & Civil Societies,Business Innovation,Communication & Intelligent Systems,Future Services, Industries & Productivity, ,All of our broad areas of research haves been benchmarked as world standard or above by the Australian Federal Government’s recent Excellence in Research for Australia initiative., ,UTS’s renowned world-leading research centres span a range of disciplines, including applied economics, environmental sciences, human choice behaviour, nursing, law , microbiology and quantum computation. Our researchers pride themselves on providing practical and relevant solutions to issues of national and international importance.,, ,We are equipping graduates with the latest cutting edge practice informed by the future needs of our industry and community partners, developing the next generation of professionals and researchers who can lead our global society., ,For more information on higher degrees by research, or continuing your research career under the tutelage of some of the world’s foremost researchers, visit , ,UTS offers over 130 undergraduate and 210 postgraduate courses across traditional and emerging disciplines such as architecture, built environment, business, communication, design, education, engineering, information technology, international studies, law, midwifery, nursing, pharmacy and science., ,In line with the UTS model of global practice-oriented learning, many of our students undertake professional practice during their degree. As part of their degree program, students also have the opportunity to study at one of more than 160 universities in nearly 30 countries with which UTS has exchange agreements., ,We also maintain strong relationships with the local community, industry, business and the professions through a wide range of partnerships, projects and events., , ,UTS is situated in the heart of the culturally diverse and vibrant city of Sydney, within the creative industries precinct and conveniently located near Central Station. Over the next six years, our City Campus Master Plan will deliver a state-of-the-art campus to meet the needs of 21st century students., ,Year established as a University: 1988,Student enrolments: over 36,300 students in 2012, including about 9470 international students,Student completions: about 9,900 students in 2012,156,028 alumni (not including some graduates from antecedent institutions),Total number of staff: 3068,Graduate employment: 79 per cent of Australian-resident graduates were in full-time or part-time employment three months after completing study and 11 per cent were undertaking further study.,UTS has exchange agreements with more than 180 universities in over 35 countries"
University of Strathclyde ,351-400,,26.3,63.0,35.8,21.6,33.0,"Born in 1796 of a bequest by John Anderson of the University of Glasgow, Strathclyde received its university charter in 1964. Since then it has grown from 4,000 full-time students in 1964 to 26,000, served by 3,200 staff, with another 34,000 students in continuing education and professional-development programmes. David Livingstone attended here, as did television pioneer John Logie Baird."
National Taiwan University of Science and Technology ,351-400,,26.8,18.8,46.8,42.5,33.1,"NTUST was Taiwan's first technological institute when it opened in 1974. Gaining university status in 1997, its central Taipei campus accommodates more than 9,300 students and a full-time academic staff of around 500 scholars in five colleges: engineering; electrical and computer engineering; design; management; liberal arts and social sciences."
University of Tasmania ,351-400,,19.5,68.4,44.8,17.5,47.2,"Three campuses in three corners of Australia's island state constitute the fourth university founded before nationhood: Sandy Bay, Hobart; Newnham, Launceston; and Cradle Coast, northwestern Burnie. The Australian Maritime College was incorporated in 2008, boosting numbers to around 20,700 students and some 2,380 staff."
University of Tartu ,351-400,,18.6,42.4,30.1,27.4,52.4,"Tartu was founded in 1632 by Sweden's King Gustavus Adolphus. It is regarded as one of the most prestigious educational institutions in Central and Eastern Europe. It has nine faculties with more than 70 departments and institutions, and about 17,000 students. The university's hall of fame includes engineer and physicist Moritz Hermann Jacobi."
The University of Texas at San Antonio ,351-400,,17.3,28.6,32.2,17.6,66.2,"The University of Texas at San Antonio was established in June 1969. At the end of 2010, 30,300 students were enrolled at the institution. It has more than 81,000 alumni, eight colleges and a graduate school. Figures from 2008 estimated that it had an economic impact worth $1.2 billion on annual business revenues and supported an estimated 15,720 jobs in the San Antonio metropolitan area."
Temple University,351-400,,37.2,20.1,,18.8,43.3,"Founded in 1884, Temple is an urban public research university with an international reach. Its 39,000 US- and overseas-based students can choose from nine campuses offering undergraduate and postgraduate programmes. Notable alumni include actress Grace Kelly."
University of Valencia ,351-400,,17.2,40.8,32.5,14.5,62.8,"The University of Valencia was founded more than five centuries ago and offers teaching in experimental sciences; engineering; health sciences; humanities; social, economic and legal sciences; and educational sciences. The university has around 45,800 undergraduates and 8,600 postgraduate students. Its campuses accommodate more than 3,300 teachers and researchers."
Polytechnic University of Valencia ,351-400,,21.0,26.1,39.3,12.1,59.4,"The Polytechnic University of Valencia was founded in 1971. It has 44 departments, nearly 37,800 students, 2,600 teaching and research staff, 1,700 administrative and services personnel, 10 schools and three faculties."
Charles University in Prague ,301-350,,34.7,50.3,28.1,26.2,42.0,"For nearly 700 years, this academic centre has been linked with Europe's religious and political history. Jan Hus, a 15th-century philosophy dean and religious maverick, later became its rector. Schism left an abiding mark: even today there are three separate theology faculties - Catholic, Evangelical and Hussite - among 17 faculties serving 70,000 students."
Waseda University ,351-400,,28.9,32.8,30.8,21.3,37.8,"Founded by samurai scholar, pro-Western Meiji-era moderniser and later prime minister Okuma Shigenobu, Waseda made a big thing of its 125th anniversary in 2007 because of Shigenobu's theory that humans' ""natural"" lifespan is 125 years. Waseda's campus was destroyed during the Second World War, but it reopened in 1949. Today, some 6,000 faculty members serve more than 54,000 students."
University of Warsaw ,351-400,,23.2,39.8,27.9,18.4,54.0,"Inter-war president Jef Pilsudski changed the name of this institution to the Jef Pilsudski University of Warsaw, but that was never going to last. Founded as the Royal University in 1816 with five departments, it grew rapidly but was shut down twice later in the century because of democratic unrest. Today it has 56,000 students and around 5,500 staff."
Brunel University ,301-350,,19.3,89.4,33.4,20.1,58.2,"Named after Victorian engineer Isambard Kingdom Brunel, the institution was founded in 1928 as Acton Technical College. It became a university in 1966 and is now served by around 1,100 academic, professional and research staff across eight schools."
University of Canterbury ,301-350,,19.9,88.0,49.8,24.0,48.4,"This South Island institution, dating from 1873, is New Zealand's second-oldest university. Organised into five colleges and a law school, Canterbury offers degrees in subjects including speech and language therapy, social work and forestry to around 17,800 students."
University of Vigo,351-400,,19.4,26.9,36.6,9.5,63.7,"Established in 1990, Vigo has three campuses at Ourense, Pontevedra and Vigo that offer degree programmes in science, the humanities, technology and legal-social sciences. It has been ranked 15th among Spanish universities for the sciences. Knowledge transfer is an institutional priority."
University of Crete ,301-350,,17.1,44.4,34.1,16.3,68.6,"The University of Crete was established in 1973 and consists of five faculties and 17 departments. It has around 16,500 registered students and 700 teaching and research staff based at 3 campuses."
University of Wyoming ,351-400,,18.6,28.1,30.9,24.2,47.5,"The institution was established in Laramie in 1886. Its first president, John Wesley Hoyt, planned a curriculum focused on the arts and humanities. Today, it teaches 13,000 students. President John F. Kennedy addressed the campus in 1963, the year of his assassination."
National Cheng Kung University,301-350,,33.1,22.9,99.9,40.3,30.4,"Originally set up as the Tainan Technical College in 1931 on 45 acres in south-west Taiwan, eight acquisitions have boosted its campus area to some 230 acres. Becoming a national university in 1971, it offers the full spectrum of academic disciplines from nine colleges to more than 20,000 students."
Université Claude Bernard Lyon 1,301-350,,23.6,50.0,,17.1,62.6,"Formed in the early 1970s, the institution, which accommodates around 35,000 students, has established itself as one of France's largest universities. Some 80 per cent of its students study vocationally (in the fields of science, technology, health sciences and teacher training), enabling them to find appropriate work post-graduation. With 5,000 staff on 13 sites, it is also one of the biggest employers in the Rhône-Alpes region."
University College Cork ,301-350,,25.3,71.5,38.8,19.5,47.4,"More than 17,000 students pursue advancement under approximately 800 faculty members in the Tudor Gothic surroundings of this institution, known since 1998 as University College Cork. Tradition says St Finbarr's monastic mill stood where the River Lee's south channel passes by the college. In 1898, it admitted its first female graduates."
University of Eastern Finland ,301-350,,22.4,39.5,36.7,19.1,58.1,"In May 2009, two of Eastern Finland's three component campuses, while still universities in their own right - Kuopio, set up in 1972, and Joensuu, founded in 1969 - established the first Finnish higher education outpost in China, the Sino-Finnish Environmental Centre, on the Nanjing University campus. The tripartite body registers 2,900 staff and 12,000 students, with Kuopio focusing on human health and environmental issues."
Hong Kong Baptist University ,301-350,,22.9,62.0,29.6,15.1,57.6,"Founded in 1956, Hong Kong Baptist University is a publicly funded institution that has gained a reputation for the provision of wholeperson education delivered by an international team of scholars in a caring and supportive environment. Its main campus is located in a transport hub enabling its students to immerse themselves in cosmopolitan Hong Kong life while gaining an all-round education that nurtures the abilities and attitudes required to be creative and capableleaders.,At present, HKBU has enrolled over 10,000 students and offers a wide range of undergraduate programmes, taught postgraduate programmes, and research programmes leading to the award of MPhil and PhD degrees.The University has ninefaculties/schools/academy:,Situated in the heart of the city,the University stretches across five campusesthat offer an inspiring teaching, research and learning environment.The University has state-of-the-art facilities, well-equipped laboratories and research infrastructure, and learning commons that offer students a dynamic study environment.HKBU’s world-class libraries include the seven-floor main library, the Dr Stephen Riady Chinese Medicine Library and the European Documentation Centre. The University also provides well-rounded sports facilities that encompass two multipurpose gymnasiums, a swimming pool, a full-size outdoor athletics stadium and soccer pitch, tennis and squash courts, and a multipurpose sports hall for ball and racket games.,HKBU has created an internationalised campus environment.  Its academic staff members come from over 25 countries and regions, and pioneering programmes such as the Pulitzer Prize Winners Workshop, the International Writers Workshop, the Consul-General-in-Residence Programme and the European Union Academic Programme, bring distinguished experts from around the world to the University, adding to the globalised campus experience. ,HKBU is committed to building a sustainable low-carbon campus and fostering an environmentally conscious culture within the University community.,Studying in Hong Kong offers a unique window into China and a gateway to other Asian countries, giving students the opportunity to learn first-hand about the many changes and challenges facing China and Asia as a whole. HKBU has established strong partnerships with institutions in Mainland China and runs a number of collaborative projects.,While research at HKBU spans a broad range of areas, under ,, the University’s 10-year development plan, the University encourages interdisciplinary research and theme-based research in four focus areas: health, environment, contemporary China studies, and cross-cultural studies.,Research postgraduate students will be interested in the Hong Kong PhD Fellowship Scheme established by the Hong Kong Research Grants Council to attract the best and brightest students from all over the world to pursue their PhD studies in Hong Kong. The Fellowship provides an annual stipend of HK$240,000 (approximately US$30,000) and a conference and research-related travel allowance of HK$10,000 (approximately US$1,300) per year to each awardee for a period of up to three years.,The University's programmes have won international recognition.  The School of Business gained accreditation from The Association to Advance Collegiate Schools of Business (AACSB) and the Associations of MBAs (AMBA)as well as European Quality Improvement System (EQUIS) accreditation from the European Foundation for Management Development.  The School of Communication was named one of the best journalism and media schools for Asian students by the website Asian Correspondent.,English is the medium of instruction for formal classroom teaching, except for those courses that are granted exemption,Year 1 undergraduate international students will be provided accommodation in the Undergraduate Halls for nine months. Depending on occupancy, postgraduate students will either be housed in on-campus or off-campus accommodation.,Tuition fees are relatively inexpensive by international standards. The cost of studying at the University as an ,is approximately HK$170,000 per year for government-funded programmes, including tuition fees, accommodation and basic expenses.,Full scholarships are available for academically outstanding international undergraduate students. ,Undergraduate paper application: 3 January 2014 - 13 February 2014 only,Commencement of study: Early September 2014"
Creighton University ,301-350,,42.4,26.0,,9.3,61.0,"Founded in 1878, Creighton University is a Jesuit institution comprising three undergraduate schools and colleges. It has 7,600 professional and graduate students. More than 60,000 Creighton alumni live in 89 countries: the largest numbers that reside outside the US are based in Canada, Japan and Malaysia."
University of Fribourg,301-350,,20.8,59.5,,11.0,69.4,"Fribourg is a state university committed to excellence in research and teaching. Its particular strengths include material science, biomedical sciences, European law, European economics, European history and culture, federalism research, education sciences and clinical psychology. Switzerland's only bilingual university, it offers a full academic curriculum in French and German."
Karl-Franzens-Universität Graz ,301-350,,26.9,59.7,29.5,17.6,57.4,"More than 70 years after one in six of its teaching staff, including three Nobel laureates, were expelled for their anti-Nazi views, the university is undergoing rapid growth. Here, Alfred Wegener developed his theory of continental drift. Today, the institution accommodates around 27,000 students and some 3,500 staff. Its newest faculty, the Faculty of Environmental and Regional Sciences and Education, opened in 2007."
Vrije Universiteit Brussel ,301-350,,26.7,48.4,37.5,26.8,53.8,"Lawyer Pierre-Thdore Verhaegen set up the UniversitLibre de Bruxelles in 1834 to provide education independent of Church or state. In 1969, Dutch speakers broke away from the French speakers to form a separate university the following year. Today, there are more than 9,300 students and 1,800 scholars on Vrije's two campuses."
University of Guelph ,301-350,,24.4,39.0,48.1,31.3,48.2,"With its own police force, ""the U of G"" resides in a city voted Canada's safest. Its unified campus occupies 1,071 acres, two-fifths of which are taken up by an arboretum. The university's 850-plus faculty serve around 18,500 undergraduates in 94 courses, about 2,400 postgraduates in 48 graduate courses and offer six associate-degree programmes."
Kyushu University ,301-350,,44.0,21.7,73.1,28.8,30.7,"Situated on the southernmost of Japan's larger islands, Kyushu's roots stretch back to an imperial medical and engineering foundation in 1903. ""Imperial"" was dropped from its title in 1947 and today its seven campuses are spread over 738 acres. It accommodates an academic staff of around 2,180 scholars and some 18,600 students in 54 schools, faculties and research institutes."
Johannes Kepler Universität Linz ,301-350,,22.0,59.0,,13.8,59.3,"The Harmony of the World was written by Kepler while living in Linz. The institution itself changed its name in 1975 when the city's earlier Academy for Social and Economic Sciences became a university. Its 90-acre out-of-town campus also offers law, sciences and engineering to some 13,700 students served by a faculty of 700."
Hokkaido University ,301-350,,45.1,24.9,41.3,34.2,32.3,"Hokkaido began life as the Sapporo Agricultural College in 1876. Becoming part of the imperial universities of Tokyo, then Hokkaido, it gained its present name in 1947. It has 18 faculties and 11 research institutes and centres, including fisheries sciences at Hakodate, an academic staff of more than 2,000 scholars and around 18,200 students."
University of Kentucky ,301-350,,39.1,21.7,,27.8,45.5,"The University of Kentucky is a major public research institution where students from more than 117 countries pursue their degrees in 16 academic and professional colleges, all on one campus.  The university's mission is to ""improve people's lives through excellence in education, research and creative work, service and health care""."
Murdoch University,301-350,,19.4,83.3,44.2,18.9,49.6,"Murdoch University has more than 18,000 students and 1,400 staff. Accepting its first students in 1975, today it is ranked as one of Australia's top learning and teaching universities. The institution is named for Sir Walter Murdoch, the prominent Australian academic."
King Abdulaziz University,301-350,,19.7,71.0,40.2,10.3,63.4,"King Abdulaziz University has more than 4,500 PhD-holding staff and about 46,000 students from 60 countries, and its research productivity and knowledge-transfer output play a vital role in society. It has 16 centres of research excellence, 24 scientific chairs and a research endowment. Annual research funding has now reached $70 million. Its academic and distance-learning programmes have been accredited by a number of US and European academic associations."
Linköping University ,301-350,,21.1,47.7,38.0,27.0,53.3,"With its roots in the 1960s, LiU gained full university status in 1975. With two campuses in the medieval cathedral city of Linköping, and another in its twin of Norrköping, LiU has some 27,000 students and a staff of 3,900 in four faculties: Arts and Science; Educational Sciences; Science and Engineering; and Health Sciences."
University of Manitoba ,301-350,,31.6,38.6,43.5,32.4,44.4,"In 1974, scholars from Manitoba spawned a multibillion-pound industry by discovering the first edible canola plant. Today, with around 26,800 students enrolled in 250 programmes spanning 20 faculties, Manitoba - producer of more Rhodes scholars than any other university in Western Canada - places great emphasis on medical research, especially in the spheres of cardiology, cancer and infectious diseases."
"University of Maryland, Baltimore County ",301-350,,19.4,32.6,32.6,16.4,65.2,"Sports teams from here are called Retrievers after the Chesapeake Bay retriever, the state dog of Maryland. Established in 1966, UMBC employs 730 faculty teaching around 12,900 students on a 500-acre campus. Undergraduates choose from 54 majors, 42 minors and 20 certificate courses; graduates from 33 master's, 23 doctoral and 20 graduate-certificate courses."
Autonomous University of Madrid ,301-350,,32.0,45.7,34.7,24.0,51.9,"Home to 29,000 students, the university has two campuses: the main campus is on the outskirts of the city and includes the faculties of philosophy and arts, economics, psychology, law, science, computer and telecommunications engineering, and teacher-training and education. Its medical school is in the city of Madrid, next to the university hospital."
Medical University of Vienna,301-350,,23.7,66.2,33.2,13.4,66.0,"The university is the largest medical research institution in Austria. It was founded in 1365 as a faculty of the University of Vienna and has been autonomous since 2004. Today it has around 2,300 teachers, 7,500 students and 1,800 researchers. It also has one of the world's most extensive medical history collections."
North Carolina State University,301-350,,34.8,29.2,35.7,28.8,47.6,"In 1987, the university celebrated its 100th birthday by building its 1,120-acre Centennial Campus, which with a 214-acre biomedical campus forms today's ""people's university"". Some 2,000 academics offer bachelor's, master's and doctoral programmes to around 34,000 students."
"National University of Ireland, Galway ",301-350,,22.6,69.3,41.1,19.8,51.9,"With strong connections to the Irish language, OGaillimh began life as Queen's College in 1845. Becoming a university college in 1907, it was renamed in 1997. Strong in internet-technology research, it has five colleges, 2,200 academics and 16,000 students."
University of Padua ,301-350,,21.0,37.0,31.7,21.4,64.5,"For Italy's second-oldest university, established in 1222, the golden age of enquiry spanned the 15th to the 18th centuries, during which the Venetian Republic afforded it a modicum of independence from the Catholic Church. Galileo held the chair in mathematics between 1592 and 1610. The 21st-century university consists of 14 faculties serving 65,000 students."
Sharif University of Technology ,301-350,,32.9,16.7,93.0,42.8,34.2,"SUT is one of the largest engineering schools in the Islamic Republic of Iran. It was established in 1966 and now has 300 full-time staff members, about 430 part-time staff and around 8,000 students."
University of South Australia ,301-350,,28.4,81.0,83.7,25.0,34.1,"The University of South Australia is a globally focused, locally engaged institution established on the dual principles of equity and excellence. With more than 33,000 students the University offers a quality educational experience that is innovative, world-class and built on more than 150 years of teaching, learning and research excellence.,Almost 70 per cent of academic staff hold doctorates, which puts the University in the top 10 universities in Australia on this criterion. Teachers are experts in their fields and passionate about sharing their knowledge and a number of the teaching staff are recipients of prestigious local and national teaching awards.,Programs are designed in close consultation with industry and professional partners and include fieldwork, placements, industry-guided simulations and business projects. Students have the opportunity to take their skills beyond the lecture theatre and into the community to gain practical experience as part of their studies. This real-world interaction provides students with the qualities that employers look for as well as job-ready expertise when they begin their professional careers.,The University is a research leader with a reputation for excellence across a range of discipline areas. It is committed to high quality research that contributes practical solutions to real-world challenges and engages in cutting edge research through its recognised institutes and centres. The most recent national Excellence in Research for Australia (ERA) evaluation reported that 86 per cent of the University's assessed research was rated as world-class standard or above.,The University funds research activities that encourage individual researchers and also supports research in identified areas of strength in order to address national needs. Our six specialist research institutes are delivering innovative and fundamental advances in knowledge.,The University also has 17 research centres and is a key partner in 12 Cooperative Research Centres (CRCs) that bring together expertise and resources from other institutions, industry and government. Our research degree students work closely with the University’s institutes and centres, which ensures they maximise their opportunities and experience a vibrant research environment.,The University’s six campuses reflect the core commitments of environmental sustainability and regional engagement. World-class facilities make the University a great place to study with modern research facilities, state-of-the-art information technology, new flexible learning spaces and around-the-clock support through our online learning environment. The University is also investing more than AU$1 billion in new infrastructure to ensure students and staff have access to the very latest facilities and amenities.,The University offers a large range of academic, personal and social support services to help students realise their potential. There are dedicated offices and staff on each campus to answer questions and help make university life easier. Online support is also available 24/7, as well as support services to help students settle into campus life, excel in studies and make the most of university experiences.,The energy, talents and commitment of staff is vital to the University realising its academic, research and community aspirations. As a workplace, it is characterised by a strong sense of social purpose and shared pride in individual and collective efforts and achievements.,The University provides a challenging, varied and enriching work environment with a vibrant and supportive culture. Excellent employment benefits, professional development opportunities and services to support staff and their families are just a few of the benefits available to University,employees.,With a family-friendly approach promoting work life balance, you’ll feel right at home at the University of South Australia. Please visit: unisa.edu.au/workingatunisa for further information and to view our current vacancies.,Adelaide is the most affordable mainland Australian capital city for study, according to research from the Economist Intelligence Unit (EIU). In 2013, the Property Council of Australia ranked Adelaide as Australia's most liveable city for the third consecutive year. And in the EIU annual Global Liveability Survey, Adelaide was among the top ten places in the world to live.,With a population of just over one million people, the Adelaide community is a welcoming, accessible and truly multicultural place to live and study. The city is located between white sandy beaches and the Mount Lofty Ranges. Known as the '20 minute city', it takes no more than 20 minutes to travel from the city to the hills or beaches. Adelaide is also renowned for its world-class food, wine, hospitality and cultural life."
Polytechnic University of Milan ,301-350,,27.2,38.1,68.1,23.8,47.7,"Prominent Milanese families were behind the foundation of the Politecnico in 1863, which gained its current name in 1937. Some 40,000 students at the elite university are overseen by an academic staff of more than 1,200 specialising in engineering, architecture and industrial design on seven campuses spread throughout Lombardy."
University of Pisa ,301-350,,22.6,29.6,39.4,23.2,63.8,"When Francesco da Buti, the commentator in Dante's Divine Comedy, began teaching here in 1355, the university was in its infancy, offering instruction in theology, civil and canon law and medicine: today it is best known for science and engineering. About 57,000 students, of whom 3,500 are engaged in doctoral or specialisation studies, are overseen by 1,900 staff."
University of Pavia,301-350,,25.6,34.4,60.6,18.3,56.3,"Established in 1361, Pavia is one of Europe's oldest universities. Today a research institution, it also offers interdisciplinary teaching in economics, pharmacy, law, engineering, literature and philosophy, medicine and surgery, science, political science and musicology. Pavia enjoys a strong tradition of international student and teacher exchanges: bilateral agreements involve, among others, universities elsewhere in Europe and in the Middle East, the US and China."
University of Portsmouth,301-350,,12.8,70.2,29.2,10.5,72.3,The University of Portsmouth is a modern university with a growing reputation for teaching and research. It has strengths in applied research and a strong record of student employability. It is a leading member of the wave of new universities established in the UK in 1992.
Renmin University of China,301-350,,36.1,45.8,44.0,12.0,59.6,"Renmin was the first modern university established by the People's Republic of China in 1950. As of December 2010, it had 1,827 academic staff, of whom 510 were professors and 625 associate professors. It caters for more than 23,000 students and provides 65 undergraduate, 158 master's and 104 PhD programmes. It ranks first in China in theoretical economics, applied economics, law, political science, sociology, journalism and communication, and Marxism studies."
State University of New York Albany - University at Albany,301-350,,30.2,27.8,,30.0,52.9,"World-renowned for its Writers' Institute, host to more than 850 scriveners, poets, journalists, historians, dramatists and film-makers, this 166-year-old body, which started out as New York State Normal School, today leads advances in nanoscience and biotechnology research. Nine schools and colleges staffed by 940 faculty offer its 18,000-plus students some 58 undergraduate majors and 128 graduate-degree programmes."
Sun Yat-sen University ,301-350,,33.1,24.2,43.5,17.8,52.2,"Founded by the anti-imperialist leader himself in 1924, National Guangdong University was renamed after him in 1926, the year of his death. Its motto comprises five directives: ""Study extensively; inquire accurately; reflect carefully; discriminate clearly; practise earnestly"". With 36,000 students, its 23 schools and colleges offer graduate courses across 17 disciplines."
National Sun Yat-Sen University ,301-350,,27.9,23.9,43.9,32.5,48.5,"Set up in Kaohsiung, Taiwan's second-largest city and its major port, in 1980, NSYSU is a reinvention of an earlier namesake in Canton, founded in 1923. Today's university has more than 10,000 students in seven colleges: liberal arts; science; engineering; management; marine sciences; social sciences; and general education."
University of Tromsø,301-350,,21.7,61.8,29.1,19.4,56.4,"Research at the world's northernmost university focuses on Arctic and sub-Arctic themes such as the aurora borealis, Sami culture and telemedicine. Its 6,500 students and 1,700 staff are distributed across six faculties and schools, including humanities and social sciences, natural sciences, law and fisheries. It has bestowed honorary doctorates on Desmond Tutu, Salman Rushdie and Mordechai Vanunu."
University of Tampere ,301-350,,25.6,35.0,49.3,23.9,51.2,"The university was established in Helsinki in 1925. Some 15,200 students are currently pursuing their degrees there. Each year Tampere awards 1,000 master's and 1,000 doctoral degrees. It has 2,100 staff."
