name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
"University of California, Davis ",54,65.0,57.3,60.5,48.0,70.7,68.8,"Famous for its plethora of bicycles and bicyclists, as well as London double-decker buses ridden by many of its 31,000-plus students, Davis claims another distinction - best-funded student government in the US, with a $10.5 million annual operating budget. In 1909, its street address was renamed after its founder, State Agricultural Society secretary Peter J. Shields."
Tsinghua University ,58,64.2,74.9,43.0,97.8,66.6,52.7,"This university, raised amid the Qing Dynasty's ruins in 1911, was initially financed by US-imposed indemnities after 1900's Boxer Rebellion. Its professors are highly esteemed: 36 are members of the Chinese Academy of Sciences and 32 belong to the Academy of Engineering. Of its 28,000 students, 2,400 hail from overseas."
University of Massachusetts ,56,64.7,61.3,22.6,53.9,72.6,67.9,"UMass lent its name to a song by the Pixies, penned by band member (and former student) Frank Black. While he did not complete his degree, UMass alumni include Natalie Cole, Bill Cosby and Paul Theroux. Its harbour-fronting Boston campus, site of the John F. Kennedy Library, is one of five. It has more than 16,500 staff and around 63,000 students."
Kyoto University ,57,64.6,78.9,18.4,67.1,77.7,46.3,"Japan's first Nobel laureate, Kyoto alumnus Hideki Yukawa, won the prize for physics in 1949, two years after the university gained its current name: since then there have been four more prizewinners from Kyoto's ranks. Its three campuses accommodate some 27,700 students and a faculty of around 2,900."
Boston University ,59,64.0,53.6,38.1,29.6,51.9,91.4,"With Martin Luther King among its alumni, BU's Methodist roots lie with the Newbury Biblical Institute founded in 1839. Rebranded in 1869 with its current name, BU describes itself as non-sectarian, offering 250 programmes to more than 32,500 students on its 133-acre Charles River and medical campuses."
New York University (NYU),60,63.9,62.0,31.8,,50.7,82.9,"Inventor Samuel Morse was on the 14-strong faculty when New York University (NYU) opened its doors in 1831. Today, it has more than 3,000 full-time members offering 2,500 courses to around 14,000 students. With five major sites in Manhattan and its heart in Greenwich Village, it also operates outposts in Africa, Asia, Europe and South America."
Ludwig-Maximilians-Universität München,61,63.0,59.1,43.1,40.4,57.5,76.4,"Some of the most famous figures in modern history spent their salad days at Munich: Richard Strauss, Marie Stopes, Erich Fromm, Konrad Adenauer, Lord Acton and others. Founded in 1472, Munich's flagship university now hosts around 44,000 students pursuing degrees in 150 subjects under the guidance of approximately 700 professors and 3,600 academic staff."
Emory University ,61,63.0,63.4,52.3,,48.4,77.8,"A ""million-dollar letter"" from Asa Candler, founder of the Coca-Cola Company, in 1915 helped transform a small Methodist college, founded in 1832, into today's research university. It has around 13,000 students and more than 3,700 academics across four undergraduate and seven graduate schools on its 600-acre Druid Hills campus."
University of Notre Dame ,63,62.8,56.4,35.6,,45.1,89.1,"Well known for its Fighting Irish American football team (""Do it for the Gipper,"" they once cried in memory of George Gipp, who played for Notre Dame from 1916 to 1920 and died tragically young), this independent institution treasures its Catholic heritage. More than 80 per cent of its 8,000 undergraduates live on campus in 29 residential halls."
Ohio State University ,66,62.1,63.5,64.0,,54.9,67.2,"With more than 60,000 ""Buckeyes"" taught by around 5,200 academics, OSU is the second-largest university in the US. From its land-grant roots in 1870, it now offers teaching and research across the spectrum of the arts, humanities and sciences."
Case Western Reserve University ,65,62.2,67.2,56.5,,53.8,66.0,"Known by the acronym CWRU, Case Western began life in 1826 as Western Reserve College in Hudson, Ohio, when some early classes were held in the Cleveland home of its founder, philanthropist Leonard Case Jnr. In 1882, it moved 30 miles north where today, its 155-acre campus accommodates some 9,800 students and around 2,600 scholars."
Yeshiva University ,68,61.4,63.5,53.3,,46.7,74.4,"Born of a primary school founded by East European immigrants in 1886, Yeshiva offers a curriculum combining Orthodox Judaism with secular knowledge in the liberal arts. In its Moorish Revival-style beit midrash (Torah study hall), writer Chaim Potok and thousands of others have studied. Today, around 4,700 faculty look after about 6,500 students."
University of Colorado Boulder ,67,61.6,46.4,31.7,,58.1,83.4,"Seven astronauts have been students, researchers or faculty members at this university, which opened in 1876. Its current intake of about 29,000 students are offered 150 academic programmes in nine colleges and schools. With the nickname ""Buffaloes"", students and ex-students alike form an online community, Forever Buffs Network, which embraces more than 250,000 people."
University of Bristol ,68,61.4,49.6,67.2,36.2,53.1,80.9,"With its motto from Horace, ""Vim promovet insuitam"" (""[Learning] promotes one's innate power""), Bristol serves about 23,000 students, with two undergraduates for every postgraduate. It is the city's largest employer - a far cry from 1876, when its first lecture drew only 99 students. Sir Winston Churchill was chancellor from 1929 until his death in 1965."
University of Sydney ,71,61.2,49.8,89.6,90.8,61.9,64.3,"Academic merit irrespective of students' backgrounds is at the heart of Sydney's strategy today, just as it was when it opened in 1850. Looking out to the Pacific Rim as well as its natural home, the institution boasts more than 3,000 scholars overseeing around 49,000 students, and offers research and teaching across 10 campuses."
"University of California, Santa Cruz ",68,61.4,38.3,16.7,,50.4,99.6,"In 1965, Santa Cruz's first students lived in on-site caravans in what is now the East Field athletics area. Today, around 16,800 students occupy the four-year public institution's 2,001-acre campus in eight residential college communities nestled amid redwood forests and meadows overlooking Monterey Bay."
University of Southern California ,73,60.7,65.4,31.2,,48.7,71.9,"Los Angeles was just a Wild West frontier town when USC opened in 1880. Today, there are some 35,000 ""Trojans"" in the heart of the city, taught by a full-time faculty of around 3,200 scholars. It offers the College of Letters, Arts and Sciences, based at University Park, a graduate school and 17 professional schools based in and around LA."
University of Virginia ,72,61.1,62.0,42.2,,55.4,68.6,"Known as ""Thomas Jefferson's university"", it was conceived by him in 1800 and founded 19 years later. Some of today's 20,000-plus students, in the charge of around 2,100 faculty, are said to dabble in long-established secret societies (Seven, IMP and Z, for example)."
University of Adelaide ,73,60.7,46.5,87.5,52.7,38.8,90.5,"The university was established in 1874 with a 20,000 grant by grazier and copper miner Walter Watson Hughes. The state's art gallery, museum and library are neighbours in the cultural precinct it inhabits. Five faculties employing more than 1,300 academics teach around 21,600 students."
William & Mary ,75,60.4,53.1,20.9,,36.1,95.6,"Tobacco taxes and duties on furs and pelts initially underwrote this ""public Ivy"" (the colonies' second college, chartered in 1693). Here, presidents Thomas Jefferson, James Monroe and John Tyler, along with 16 Declaration of Independence signatories, were schooled. Its Sir Christopher Wren-designed edifice is the US' oldest college building. On 1,200 acres, around 600 faculty instruct about 8,000 scholars."
Trinity College Dublin ,76,60.3,47.7,84.2,31.6,45.3,84.4,"Oscar Wilde, who had applied for a scholarship across the water, learned of his success when a Trinity don told him he was being ""sent down"" to the University of Oxford. Other luminaries educated at Ireland's oldest university, dating from 1592, include Samuel Beckett, Edmund Burke and Mary Robinson. Its 18th-century quadrangles are home to around 15,500 students and some 830 staff."
King's College London ,77,59.7,48.5,85.9,44.1,54.5,72.1,"One of the two founding colleges of the University of London, King's is the largest healthcare learning centre in Europe, incorporating three teaching hospitals. But the 23,000 students at its main riverside site in the heart of London and four satellites also benefit from its strengths in law, the humanities and social sciences."
Stony Brook University ,78,59.6,48.5,52.2,,43.6,85.8,"A concert venue for many years, SB was inducted into the Long Island Music Hall of Fame in 2006. On its North Shore location, around 1,900 faculty teach approximately 24,700 students in a dozen colleges and schools, including the School of Marine and Atmospheric Sciences. Founded in 1957, it co-manages the nuclear physics-centred Brookhaven National Laboratory."
University of Sussex ,79,59.5,42.4,72.8,29.1,42.4,91.6,"A member of the UK's 1994 Group of smaller research-intensive universities, Sussex is famous for its world-leading chemistry department and radical leftist theory. It is situated near the picturesque seaside town of Brighton, a traditional weekend retreat of Londoners since King George IV popularised it."
University of Pittsburgh ,64,62.7,58.5,25.2,37.9,58.3,78.3,"From a log cabin in 1786 to today's 132-acre main campus in the city's Oakland district and four regional campuses, the university has matured into an international centre of learning and research. It comprises 15 undergraduate, postgraduate and professional schools with a full-time faculty of around 3,800 serving some 34,000 students."
Korea Advanced Institute of Science and Technology (KAIST),79,59.5,71.3,36.7,100.0,63.4,45.5,"Korea Advanced Institute of Science and Technology (KAIST) was founded in 1971 to underpin South Korea's move from light industrial goods to high technology. In 2009, it merged with the Information and Communications University. Today its 280-acre campus at Daedeok and 27 acres in Seoul accommodate more than 8,200 students and about 570 academics."
University of York ,81,59.1,47.9,66.6,36.2,46.2,81.9,"Since 1963, the University of York has powered its way to a consistently high ranking and is widely recognised as one of the success stories in UK higher education. It is currently ranked first in the UK and seventh in the world in the , world rankings of universities less than 50 years old. It is home to more than 15,000 students and 3,000 staff from 130 countries around the world., ,The University of York is educating tomorrow’s leaders by teaching in a research-led environment delivered by academics working at the cutting edge of their discipline and who want to communicate their passion for their subject.,Since 2000, the University has invested more than £100m creating bespoke postgraduate study spaces, doubling the size of the library and group study zones, and creating the largest repository of archival materials in the North of England at the University’s Borthwick Institute of Archives.,Our employability strategy includes connecting students to internships, volunteering, research projects, study abroad and leadership programmes such as the York Award to ensure they are prepared for their careers.,Our investment and focus on employability and the wider skills required to make a difference in the world has resulted in 9 out of 10 York students being employed or in further study just six months after graduating., ,As one of the world’s top universities, and a member of the prestigious Russell Group, York’s research profile is internationally renowned. We have an equal balance of strength and expertise in all of our academic disciplines which are managed through academic departments in three clusters; arts and humanities, life and physical sciences and social sciences. Research themes include:, ,We have invested more than £750m in our campus including more than £300m on research facilities for:, ,From the moment students arrive on campus, they are welcomed as a member of one of our eight colleges where they find a ready-made social network, 24/7 welfare support, leisure and sporting facilities all on hand which help them find their feet and settle in quickly., ,We have partnerships in place for teaching, research and student exchange with some of the world’s best universities and we are the founding member of the Worldwide Universities Network (WUN), an alliance of top universities from around the world who share best practice in the pursuit of excellent teaching and research., ,York was recently voted Europe's top international tourist destination, and its historic streets bustle with visitors from all around the world. With a population of 190,000, it is big enough to feel cosmopolitan but small enough not to be overwhelming. In addition it is regularly ranked as one of the safest cities in the UK."
University of Queensland Australia ,81,59.1,51.8,74.2,57.1,53.4,69.0,"Few universities can boast either their own coral-island marine-studies centre or an experimental mine for mineral research - but Queensland can. Founded in 1909, it offers more than 400 degree programmes and 5,600 subjects taught by an academic and professional staff of around 6,500, including researchers from its main and satellite campuses, to a 45,000-strong student body consisting of 12,000 postgraduate scholars and almost 11,000 students from 134 countries."
University of Utah ,83,59.0,55.8,22.5,,54.2,72.0,"If it looks familiar, you may have seen the ""U of U"", Utah's oldest institute of higher education, when it hosted the opening and closing ceremonies of the 2002 Winter Olympics. To get around the 1,534-acre campus, many of its 28,000-plus students and around 14,370 staff take ""green"" shuttle buses fuelled by biodiesel or used vegetable oil."
Universität Heidelberg ,83,59.0,59.2,63.4,39.1,47.5,70.3,"The ancient university was founded by Rupert I, one of the Holy Roman Empire's Prince-Electors, and it is associated with 11 German and foreign heads of state. In 1890, a natural sciences faculty was added. Today, it has 12 faculties, with more than 4,100 employees, and offers degree programmes in 100 disciplines to around 28,000 students."
Durham University ,85,58.9,39.8,65.7,33.9,44.1,91.0,"Durham's 16 colleges, the oldest of which dates back to the university's foundation in 1832 and is housed in the city's castle, are home communities for around 15,500 students. They are taught by around 670 academic staff in 25 departments and schools grouped together in three faculties: arts and humanities; science; and social science and health."
London School of Economics and Political Science (LSE),86,58.3,62.4,99.5,38.4,56.2,51.6,"George Bernard Shaw, one of the founders of the London School of Economics and Political Science (LSE) in 1895, was the first of its 16 Nobel laureates: its most recent was Christopher Antoniou Pissarides in 2010. More than 100 languages are spoken on its compact central London campus, which accommodates some 9,000 students and an academic staff of around 3,000."
University of Manchester ,87,58.0,56.5,79.1,39.0,56.2,59.2,"After a century of collaboration, UMIST and the Victoria combined to form Britain's largest single-site university in 2004, with more than 500 degree programmes catering for more than 39,000 students taught by around 4,000 full-time academics. Built, as it says, on the shoulders of giants, it boasts 25 Nobel laureates."
"Royal Holloway, University of London ",88,57.9,37.7,92.9,30.5,36.2,93.2,"Two Victorian pioneers of women's higher learning - Elizabeth Jesser Reid and Thomas Holloway - lie behind Royal Holloway, a constituent college of the University of London formed by the merger of Bedford College and the original Royal Holloway College. Its spectacular Founder's Building and 135-acre campus accommodate around 7,700 students in three faculties: arts; history and social sciences; and sciences."
Lund University ,89,57.8,46.3,56.8,33.2,60.8,67.6,"Humour, innovation and a humanist perspective join critical thinking and a concern for the environment as core values for some 46,000 students and 6,200 staff at Lund. It was founded in 1666 and is now one of the largest Nordic educational and research institutions. Lund offers around 270 programmes at its main base and three regional campuses."
University of Zürich,90,57.7,56.6,87.9,43.8,47.0,65.0,"Modern Zürich dates from 1833, the first university in Europe not founded by a monarch or the Church. Some 2,000 academics in 140 special institutes provide a full range of courses for around 24,000 students, as well as maintaining an international research reputation in a broad field from anthropology to zoology."
University of Southampton ,90,57.7,50.8,69.0,37.7,47.8,72.9,"With 17,000 undergraduates and 7,000 postgraduates, the university owes its existence to an appetite for liquor. Its forerunner, the Hartley Institution, was funded by a 100,000 legacy from Victorian wine merchant Henry Robertson Hartley. Gaining its university charter in 1952, it is divided into more than 20 academic schools on six campuses."
Wake Forest University ,90,57.7,54.6,24.4,,42.9,79.2,"This Baptist-founded private co-educational university's Wait Chapel has hosted two presidential debates: George Bush Snr v Michael Dukakis (1988) and George Bush Jnr v Al Gore (2000). Retaining its geographical name despite moving to Winston-Salem in 1956, the university closed down in 1862 after most of its students and faculty joined the Confederate Army. Enrolment today is around 6,900."
McMaster University ,93,57.6,44.7,,,58.7,68.5,"Some 72 varieties of trees and shrubs and a nuclear reactor share space with around 23,300 students taught by a full-time academic staff of about 900 scholars grouped into six faculties. The university, founded in 1887 by senator and banker William McMaster, moved to its present home in 1930."
University College Dublin ,94,57.5,42.4,87.0,,36.6,86.3,"A clutch of UCD students led the Easter Rising in 1916: many more fought in the War of Independence. The first Dl met at the Earlsfort Terrace campus between 1919 and 1922. James Joyce, Flann O'Brien and half the Republic's presidents and Taoiseachs have called it their alma mater; around 1,300 faculty and 20,000 students make it their academic home today."
Universität Basel ,95,57.3,50.2,91.3,45.8,37.1,78.3,"Switzerland's oldest university is associated with, among many other notables, Erasmus, Paracelsus, Nietzsche and Jung. An early centre of book printing, today it houses Switzerland's largest library (3 million-plus volumes) and serves around 11,400 students with seven faculties, six interdisciplinary institutions (including Jewish studies and African studies) and a tropical research centre."
University of Arizona ,95,57.3,52.4,21.9,84.2,52.2,70.1,"Today's 20 colleges and 11 schools are a far cry from the days when students rode across the desert and tied up their ponies on the rails of ""Old Main"" in 1885. Now there are around 30,000 ""Wildcats"" served by a more than 1,700 scholars on three campuses at this ""Public Ivy"", whose 387 acres appropriately include the oldest green space in Tucson."
George Washington University ,95,57.3,60.6,39.6,,43.1,70.2,"Four blocks from the White House, the university has been at the heart of the US capital since 1821. Renowned today for politics and international affairs, its main 42-acre Foggy Bottom campus and satellites at Mount Vernon and Ashburn house nine schools and colleges, where 25,000 ""colonials"" are served by a 2,000-strong faculty."
"University of Maryland, College Park ",98,57.2,45.4,35.4,,48.6,79.2,"Founded in 1856, this 1,250-acre university's proximity to Washington DC has led to strong institutional and financial support from federal agencies such as the National Institutes of Health, Nasa and the Department of Homeland Security. Running on a $1.5 billion operating budget, it has 4,000 faculty members teaching 37,000 students at College Park."
Technische Universität München ,101,56.9,50.4,85.3,,43.2,71.2,"Founded by King Ludwig II in 1868, today's ""Entrepreneurial University"" has 13 faculties ranging from engineering and the natural sciences to economics. From its main city-centre and satellite sites, some 4,500 academic staff serve around 23,300 students. Its most recent Nobel prizewinner was Gerhard Ertl in 2007."
Dartmouth College ,99,57.1,44.7,31.0,,49.2,79.7,"Founded in 1769 to educate Native Americans as well as new colonials, the ""Big Green"" is the smallest of the Ivy League academies. Its 269-acre verdant New Hampshire campus accommodates just 6,000 students and a faculty of around 1,000. It has more than 40 departments and programmes in the arts and sciences, plus medical, engineering and business schools."
University of Helsinki ,102,56.6,49.0,24.2,30.2,51.4,75.4,"The students' union here is said to be one of the world's richest, with assets worth hundreds of millions of pounds. Helsinki, Finland's oldest and largest university, serves 35,000 students and has 11 faculties and 11 research institutes. Established in 1640, it was known as the Royal Academy of Turku for 189 years, and played a leading role in Finland's 19th-century independence movement."
"Rutgers, The State University of New Jersey ",105,56.3,53.4,26.8,,64.7,55.7,"One of the few colonial-era universities in the US, it was chartered in 1766 as Queen's College but changed its name in 1825 to honour Revolutionary War veteran Colonel Henry Rutgers. It has more than 54,600 students served by a 4,150-strong full- and part-time faculty split into 27 schools and colleges ranged over three campuses."
Rensselaer Polytechnic Institute ,104,56.4,50.5,48.0,,54.6,64.9,"The oldest technological university in the US grew out of a school in Troy, 150 miles north of New York City. Founded in 1824 by Stephen Van Rensselaer, the school was designed to apply science to the ""common purposes of life"". Taking its current name in 1861, RPI offers the full spectrum of academic disciplines to some 6,700 students taught by a faculty of 450."
University of Cape Town ,107,56.1,36.6,83.3,,42.1,82.8,"Optimism is the official creed of this university, which has the motto ""Spes Bona"" (""Good Hope""). Cape Town was a centre of opposition to government policy in the apartheid years. Many of its 22,500 students, administered by 4,500 staff, are members of more than 80 societies, predominantly in five categories: political, academic, religious, national and special interest."
Purdue University ,106,56.2,57.0,62.6,,67.8,43.9,"Neil Armstrong, the first man on the Moon, is one of the university's 22 astronautic alumni. Founded in 1869 and named after its principal benefactor, John Purdue, it has 40,000 students served by more than 2,700 academics from 10 academic schools and colleges on its 2,552-acre main campus."
Seoul National University ,109,56.0,62.3,44.9,43.0,54.1,54.6,"Seoul National University is looking for talented students and future researchers from all corners of the world to join this premier institution for higher education at the academic hub of Asia. For both undergraduates and graduate students, SNU offers a world-class education and a wealth of extraordinary opportunities that only SNU can offer.,As SNU embraces its vision of becoming a truly global university, there will be greater emphasis put on diversity and international community on campus than ever before. It continues to promote international collaborations and has academic exchange agreements with around 863 universities and research institutes worldwide. It also offers a number of dual degree programs in conjunction with prestigious universities. The International Summer Institute, launched in 2012, is a short-term program of unprecedented depth and scale. Currently there are more than 2,000 students and visiting scholars from over 100 countries on campus. To assist its international students, SNU has an Office of International Affairs. It also provides various scholarships to international students and is set to increase its financial support in the near future. Over 750 classes at SNU are taught in English and the number is rapidly increasing. However, the most important reason to come to SNU is to be a part of this remarkable institution as it makes a transition into the next chapter as global institution in every sense of the word Here are a few more., ,Since its foundation in 1946, SeoulNationalUniversity has been the undisputed leader of higher education in Korean and has established a global reputation. Its graduates have long served as leaders in Korean society and in the international community., ,Since its beginning, SNU has been the cradle of liberal education and fostered a lifelong love of learning in our students. In our commitment to prepare students to work and live in an increasingly competitive global environment, SNU trains the most outstanding students in Korea in a wide array of areas in its undergraduate, master’s and doctorate programs. Its freshmen belong to the top 2.5% of those who take the National University Entrance Examination. Faculty members at SNU are also highly qualified, with a talent for scholarship and a dedication to teaching. Of all faculty members, 96.5% have doctoral degrees, most of which have been earned from prestigious universities around the world. The resulting report of satisfaction level among the graduates and career advantage is the highest in the nation., ,As a result of SNU’s commitment to foster productive research environments, many of its departments and research institutes, especially in the field of Engineering and Natural Sciences, are now globally recognized for their cutting-edge research. The number of academic papers published in international journals certified by the Scientific Citation Index (SCI) was 5,926 as of 2011 and that figure continues to increase sharply. A Quality Index of Research Capacity, based on the citation number of scientific papers, shows that SNU is comparable with the top 10~30 universities in the United States.,Alumni network at SNU is one of the most prominent and strongest in Korea. SNU’s distinguished graduates include key figures in all sectors within Korea as well as in international community. For example, in 2012, 38% of CEO’s of top 100 Korean companies and an incredible 93% of judges in Supreme Court were SNU alumni. Close to 60% of government ministers and about half of the members of National Assembly were also part of SNU alumni in 2012. SNU’s distinguished graduates include the current Secretary-General of United Nations Ban Ki-Moon among others., ,SNU offers a wealth of invaluable academic and cultural resources. Public lectures and forums are daily events and visits from renowned international speakers are common. It also has two nationally acclaimed museums, both of which add to the cultural vibrancy of the campus. Facilities like a medical center, a counseling service and recreational and sporting centers add to the convenience and quality of life on campus. In addition, SNU is famous as a high technology campus, with its wireless networks and a high-speed gigabyte backbone network for general operations."
National Tsing Hua University ,107,56.1,52.2,34.1,50.2,52.6,66.9,"NTHU was set up in 1956 as a re-establishment of an earlier namesake founded in the Tsung Hua Garden of Beijing in 1911. NTHU's 260-acre parkland campus 45 miles south of Taipei accommodates some 11,700 students taught from seven colleges."
University of St Andrews ,103,56.5,44.8,85.7,32.6,47.7,72.9,"Rectors at Scotland's oldest, and the English-speaking world's third-oldest, university, dating from 1413, have included John Stuart Mill and John Cleese. Academic dress is commonly worn by many of its 8,600-plus students and approximately 800-strong faculty. St Andrews has strong American links, with three Declaration of Independence signatories attending it or receiving its degrees - James Wilson, Benjamin Franklin and John Witherspoon."
École Normale Supérieure de Lyon ,100,57.0,51.1,37.6,26.1,34.4,88.8,"Just 2,400 students passed the rigorous entrance tests for this grand ecole formed on 1 January 2010 by the amalgamation of ENS de Lyon and ENS Lettres and Sciences Humaines de Lyon, both with pedigrees dating back to the 19th century. Today's students are taught by a faculty of around 270 academics across 12 departments."
Hong Kong Baptist University ,111,55.6,32.9,71.8,26.7,32.5,97.6,"Founded in 1956, Hong Kong Baptist University is a publicly funded institution that has gained a reputation for the provision of wholeperson education delivered by an international team of scholars in a caring and supportive environment. Its main campus is located in a transport hub enabling its students to immerse themselves in cosmopolitan Hong Kong life while gaining an all-round education that nurtures the abilities and attitudes required to be creative and capableleaders.,At present, HKBU has enrolled over 10,000 students and offers a wide range of undergraduate programmes, taught postgraduate programmes, and research programmes leading to the award of MPhil and PhD degrees.The University has ninefaculties/schools/academy:,Situated in the heart of the city,the University stretches across five campusesthat offer an inspiring teaching, research and learning environment.The University has state-of-the-art facilities, well-equipped laboratories and research infrastructure, and learning commons that offer students a dynamic study environment.HKBU’s world-class libraries include the seven-floor main library, the Dr Stephen Riady Chinese Medicine Library and the European Documentation Centre. The University also provides well-rounded sports facilities that encompass two multipurpose gymnasiums, a swimming pool, a full-size outdoor athletics stadium and soccer pitch, tennis and squash courts, and a multipurpose sports hall for ball and racket games.,HKBU has created an internationalised campus environment.  Its academic staff members come from over 25 countries and regions, and pioneering programmes such as the Pulitzer Prize Winners Workshop, the International Writers Workshop, the Consul-General-in-Residence Programme and the European Union Academic Programme, bring distinguished experts from around the world to the University, adding to the globalised campus experience. ,HKBU is committed to building a sustainable low-carbon campus and fostering an environmentally conscious culture within the University community.,Studying in Hong Kong offers a unique window into China and a gateway to other Asian countries, giving students the opportunity to learn first-hand about the many changes and challenges facing China and Asia as a whole. HKBU has established strong partnerships with institutions in Mainland China and runs a number of collaborative projects.,While research at HKBU spans a broad range of areas, under ,, the University’s 10-year development plan, the University encourages interdisciplinary research and theme-based research in four focus areas: health, environment, contemporary China studies, and cross-cultural studies.,Research postgraduate students will be interested in the Hong Kong PhD Fellowship Scheme established by the Hong Kong Research Grants Council to attract the best and brightest students from all over the world to pursue their PhD studies in Hong Kong. The Fellowship provides an annual stipend of HK$240,000 (approximately US$30,000) and a conference and research-related travel allowance of HK$10,000 (approximately US$1,300) per year to each awardee for a period of up to three years.,The University's programmes have won international recognition.  The School of Business gained accreditation from The Association to Advance Collegiate Schools of Business (AACSB) and the Associations of MBAs (AMBA)as well as European Quality Improvement System (EQUIS) accreditation from the European Foundation for Management Development.  The School of Communication was named one of the best journalism and media schools for Asian students by the website Asian Correspondent.,English is the medium of instruction for formal classroom teaching, except for those courses that are granted exemption,Year 1 undergraduate international students will be provided accommodation in the Undergraduate Halls for nine months. Depending on occupancy, postgraduate students will either be housed in on-campus or off-campus accommodation.,Tuition fees are relatively inexpensive by international standards. The cost of studying at the University as an ,is approximately HK$170,000 per year for government-funded programmes, including tuition fees, accommodation and basic expenses.,Full scholarships are available for academically outstanding international undergraduate students. ,Undergraduate paper application: 3 January 2014 - 13 February 2014 only,Commencement of study: Early September 2014"
Pennsylvania State University ,109,56.0,46.3,19.9,44.0,49.2,77.6,"""Public Ivy"" Penn State has long since outgrown its 1855 land-grant roots, with a full-time faculty of around 6,000 looking after more than 94,000 students. It has 13 colleges on its main campus, 19 Commonwealth campuses, dedicated campuses for law and medicine, and an online World Campus."
Bilkent University ,112,55.4,34.3,47.7,32.4,36.1,95.7,"Bilkent University is recognised and ranked internationally as the premier institution of higher education in Turkey. Located in the country's capital city Ankara, a vibrant metropolis of 4.5 million, Bilkent is a hub of academic, social, and cultural activity.,Founded in 1984, Bilkent University is Turkey's first private, non-profit institution of higher education. With world-renowned scholars among its faculty and top-notch facilities throughout its campus, Bilkent attracts the brightest students. The University hosts 13,000 students seeking degrees in 32 undergraduate and 47 graduate programs. Over 40% of Bilkent University's student body benefits from a variety of generous scholarships. ,The medium of instruction at Bilkent University is English. Bilkent prides itself on its truly international perspective, where the international community of scholars and students forms an essential component of academic programs, research activities, and social life. International faculty members make up more than a quarter of all academic staff and represent 40 different countries. There is also a growing body of full-time international students, as well as exchange students visiting from more than 200 partner institutions worldwide. ,Chief among the factors that ensure a high standard of education is a highly productive faculty body, eminent in their fields. According to ISI Citation Indexes, academic papers published by Bilkent faculty have a sizable footprint in literature. The University continuously invests in new educational and research technologies, providing a dynamic learning and research environment. Facilities include cutting-edge research laboratories, extensive computer and internet infrastructure, modern classrooms, and state-of-the-art studios. Students take part in projects that utilize high-tech research facilities such as nanotechnology centers, clean room laboratories, microbiology and genetics laboratories, and digital content creation and editing laboratories.,The Bilkent University Library is the most extensive academic library in the country, visited by over 800,000 students and researchers annually. In addition to its large collection of books, the Library provides on-site and remote access to a large selection of journals and databases.,The 1,200-acre Bilkent campus and environs provide many options for engaging with the University community. The world-renowned Bilkent Symphony Orchestra offers weekly performances during the academic year. Radio Bilkent provides a mix of international hits and sponsors many activities on campus. Students clubs number around 100 and engage students on topics from martial arts to social activism. The campus features two art galleries that display travelling exhibitions in addition to the many smaller venues for showcasing student and faculty art. Students find many daily choices from lecture and film series offerings to outdoor concerts. ,Bilkent University provides on-campus housing for the duration of a student's stay. The dormitories provide a safe and comfortable environment for 4,000 students. Students who live off-campus commute via a frequent and free shuttle system. In addition to snack bars in all the dormitories, Bilkent campus and adjacent areas feature a wide variety of eateries, cafeterias, cafés, and coffee shops for enjoying a quick snack or a full meal with friends. ,A wide range of indoor and outdoor facilities provide students with many choices of sports activities and competitive events. Student teams compete with local rivals in football, basketball, volleyball and American football. The campus features three sports halls with modern fitness centers, athletic fields, and courts. ,Bilkent University is proud to provide an environment for learning and intellectual growth encompassing the sciences, technology and humanities, and will surely continue to rank amongst the finest universities in the world.,Come to Bilkent and discover the world!"
Tokyo Institute of Technology ,112,55.4,62.9,24.8,60.5,63.4,45.5,"From nanoelectronics to nuclear reactors, Tokyo Tech has gone from playing catch-up with the West in 1881 to a place in the vanguard of teaching and research in the natural sciences and engineering. Its three campuses are home to 10,000 students, half of them postgraduates, with a research and teaching staff of around 1,200."
Eindhoven University of Technology ,114,55.3,55.4,44.9,99.8,51.7,56.9,"Commercial applications of technology have dominated Eindhoven's output for more than a century, with the forerunner of TU/e being added to the mix in 1956. Today, some 120 professors lead a staff of around 2,500 fellows and researchers overseeing more than 7,200 students in nine departments that cover the full range of pure and applied science and technology."
National Taiwan University ,115,55.2,50.3,29.2,35.7,59.0,61.6,"Research farmland and forest, plus a hospital and botanic gardens, help make up NTU's land holding of 84,710 acres. Founded by the Japanese as the Taihoku Imperial University in 1928, it was reorganised in 1945 and gained its current name. Today, its 248-acre main campus has about 34,000 students and a faculty of around 2,000."
University of Hawaii at Manoa ,115,55.2,38.3,34.2,,47.6,81.0,"Hawaii's Pacific Ocean position proves a powerful draw for students from East and West. It was founded in 1907 as a land-grant College of Agriculture and Mechanic Arts, attaining university status in 1920. Its 10 campuses, distributed across the islands, offer 644 programmes to a student body of around 58,000."
"University of California, Riverside ",117,55.1,38.6,63.0,30.5,47.4,78.3,"UC Riverside sprouted from a spell of contemplating the navel, the orange variety first cultivated there in 1873. In 1907, it brought forth the US Citrus Experiment Station. That grew into today's 1,200-acre campus, which researched biological pest control and now holds extensive collections on citrus diversity, science fiction and photography. Some 550 faculty teach around 19,300 students."
